帮会名,玩家,等级,职业,所在团长,击败,助攻,战备资源,对玩家伤害,对建筑伤害,治疗值,承受伤害,重伤,青灯焚骨,化羽,控制
满月,尐乖゜,69,九灵,沈临渊,1,10,0,3768774,1771411,208064,20024847,7,4,0,405
满月,夜行,69,玄机,神罚゛,1,26,0,5996972,0,28550,20861749,10,0,0,16
满月,苏棣゛,69,血河,沈临渊,2,17,0,4066687,20294342,278577,31334608,12,0,4,141
满月,墨染青衣颜,69,素问,小小丶,0,32,0,70120,22530158,3333523,27027233,6,0,2,6
满月,一五一十,69,九灵,神罚゛,0,7,0,2664861,0,191741,47273912,7,5,0,312
满月,沈羡鱼,69,九灵,沈临渊,0,9,0,1030879,20028775,145120,23908625,6,5,0,96
满月,明月日,69,铁衣,抱月゛,2,10,0,3558985,384164,39401,54620888,9,0,0,894
满月,心悦,69,沧澜,小小丶,0,4,0,2182618,41448032,97961,23545078,5,0,0,73
满月,打架先喊救命,69,神相,神罚゛,3,33,0,15650111,0,12269,34326166,10,0,0,1089
满月,右边喨,69,铁衣,沈临渊,0,18,0,2774604,7752426,42921,54602590,8,0,0,552
满月,亦琛,69,血河,神罚゛,2,10,0,3291251,892948,172040,43943697,9,0,0,113
满月,沈临渊,69,铁衣,沈临渊,1,11,0,1250667,7802257,24154,43476197,7,0,0,353
满月,来一刀,69,玄机,抱月゛,5,27,0,7380822,0,0,26011973,9,0,0,80
满月,略略,69,鸿音,抱月゛,2,54,0,2491723,0,3287012,44665514,6,0,1,141
满月,幸运丶,69,血河,小小丶,1,22,0,2621531,32169324,303390,30278110,5,0,0,99
满月,胖大鹅,69,玄机,沈临渊,0,14,0,4333887,23121366,0,18840224,6,0,0,26
满月,青阳天炎,69,血河,神罚゛,2,11,0,4245216,498716,265439,66066507,12,0,3,201
满月,君悦兮,69,云瑶,抱月゛,5,18,0,13861549,0,0,9676278,2,0,0,189
满月,鹤眠゛,69,素问,沈临渊,0,33,0,39489,62142,8392555,33755067,8,0,6,12
满月,弑夜゛,69,神相,神罚゛,4,30,0,13156255,155729,25121,63781182,7,0,0,536
满月,余十一,69,鸿音,小小丶,0,0,0,541729,12423892,4692965,5388802,2,0,0,20
满月,苏棣,69,神相,沈临渊,1,26,0,3955495,17423494,0,18194328,8,0,0,369
满月,一梦醉逍遥,69,铁衣,沈临渊,0,9,0,2100761,5772552,21606,55659039,12,0,0,556
满月,词雾,69,鸿音,神罚゛,2,36,0,2986854,0,4672230,46581000,8,0,0,180
满月,烟火年年,69,神相,抱月゛,3,14,0,8403879,0,0,40915068,6,0,1,510
满月,白梦辞゛,69,素问,沈临渊,0,24,0,24220,6204,8103820,28240435,6,0,3,6
满月,虚乌,69,血河,沈临渊,4,25,0,2496426,17496671,169966,43318458,7,0,0,115
满月,君不再希,69,素问,沈临渊,0,44,0,41518,38521,8783337,41353067,11,0,6,10
满月,小小丶,69,鸿音,小小丶,0,13,0,3899972,15268872,911090,20552139,9,0,0,99
满月,长歌゛,69,铁衣,抱月゛,0,22,0,2158418,0,45174,79317427,10,0,5,362
满月,舟云云,69,沧澜,神罚゛,0,7,0,3296670,0,156181,61150443,9,0,0,355
满月,愿你爱我永远,69,鸿音,沈临渊,0,37,0,1910819,10548970,4161261,31082608,4,0,2,60
满月,神罚゛,69,神相,神罚゛,4,25,0,18720756,665387,16722,52855735,14,0,6,1003
满月,水星季,69,血河,神罚゛,6,20,0,15423375,0,413176,69969213,9,0,3,422
满月,夜月无痕,69,沧澜,小小丶,0,9,0,3463312,30396268,57688,32030563,4,0,0,137
满月,抱月゛,69,血河,抱月゛,3,18,0,6384213,409479,260061,56858503,11,0,4,240
满月,爱旋转的小熊猫,69,神相,沈临渊,1,35,0,4889121,18911252,0,31473148,8,0,0,289
满月,采采卷耳゛,69,素问,抱月゛,0,46,0,34519,0,7283738,45999640,8,0,5,10
满月,九灬灵,69,九灵,小小丶,0,0,0,3867340,35008717,217891,22631401,3,0,0,464
满月,晨曦゛,69,素问,神罚゛,0,39,0,100339,0,13232785,79236355,7,0,9,13
满月,星晚晚゛,69,素问,神罚゛,0,54,0,65500,0,12892846,65121948,8,0,8,8
满月,云起ゞ,69,素问,抱月゛,0,44,0,42161,0,6220638,62382239,10,0,3,4
满月,浪吖,69,神相,抱月゛,0,33,0,20190219,0,0,26961866,5,0,3,1387
满月,悬枝,69,素问,沈临渊,0,52,0,42879,22347,9667952,39907583,9,0,5,11
满月,嘻嘻,69,素问,抱月゛,0,42,0,40775,0,8160649,52353623,10,0,5,17
满月,张嘉怡,69,碎梦,小小丶,0,0,0,261420,0,5967,2731891,1,0,0,10
满月,是清秋啊,69,血河,抱月゛,1,12,0,10096603,0,324632,36463365,5,0,0,315
满月,枕星辞゛,69,神相,神罚゛,2,17,0,4033391,0,17457,35766990,10,0,0,348
满月,小椰抱,69,素问,抱月゛,0,33,0,64454,0,10408360,54252247,5,0,10,6
满月,晚来风不及,69,素问,神罚゛,0,26,0,35398,0,5966997,42729755,14,0,5,8
满月,白桃煮酒,69,神相,抱月゛,3,31,0,7778359,0,0,38239802,8,0,0,502
满月,月昭,69,神相,神罚゛,2,24,0,8381755,9515,25236,28471286,11,0,0,672
满月,苍山映月,69,血河,小小丶,0,11,0,3317884,30285097,307729,20183882,7,0,0,100
满月,小摇,69,素问,抱月゛,0,55,0,43145,0,9179169,52298868,9,0,7,7
满月,秦脆,69,素问,小小丶,0,24,0,25373,94590,6486965,28431016,10,0,5,2
满月,你呆不呆,69,铁衣,小小丶,0,3,0,1174258,7411575,109726,28901722,6,0,0,330
满月,倾诉情话,69,素问,神罚゛,0,23,0,47515,0,9508513,57102198,14,0,6,17
满月,川稚森,69,神相,小小丶,2,13,0,2542141,12310275,205284,23394008,10,0,0,279
满月,星河啊,69,神相,沈临渊,0,15,0,7871448,16773315,0,27991690,7,0,0,552
满月,凛゛,69,神相,抱月゛,3,42,0,12212552,107722,0,22750190,5,0,0,1030
满月,张辽,69,铁衣,神罚゛,2,15,0,2870206,58366,63727,56509910,7,0,0,675
满月,小开司,69,碎梦,抱月゛,10,44,0,16876703,959,0,30135770,5,0,0,180
满月,越今朝,69,碎梦,小小丶,2,6,0,2999376,69415679,93291,18456179,7,0,3,25
满月,丶萱寳,69,素问,抱月゛,0,29,0,30768,0,6425036,43192192,11,0,4,8
满月,菟菟叽゛,69,鸿音,抱月゛,3,56,0,2811948,0,4304502,52837105,9,0,2,98
满月,小棠,69,九灵,神罚゛,2,18,0,3317262,0,156532,40656212,9,9,0,350
满月,嘿嘿,69,鸿音,沈临渊,1,16,0,1274718,6779982,515018,19401879,9,0,1,40
满月,迷欢,69,碎梦,神罚゛,1,10,0,7877446,0,37105,35976520,11,0,0,174
满月,抖゛音秋秋丫,69,鸿音,神罚゛,1,30,0,5142180,0,4527500,51890756,4,0,2,300
满月,当心小蛋糕,69,神相,小小丶,2,12,0,9405572,26590561,77854,11766237,4,0,0,731
满月,厌璃,69,素问,神罚゛,0,38,0,40204,0,7534761,49346780,11,0,6,18
满月,廾丿,69,鸿音,抱月゛,0,63,0,2866637,0,3840635,53205980,13,0,5,59
满月,曦禾゛,69,素问,小小丶,0,6,0,25281,69532,8456483,17126917,6,0,4,7
满月,白镜离゛,69,血河,沈临渊,1,10,0,3661035,25200951,197037,33417286,8,0,0,118
满月,北城晚秋,69,九灵,抱月゛,0,32,0,8127010,0,123232,62134229,1,19,0,567
满月,貴方観測日和,69,血河,沈临渊,4,19,0,6081680,18835390,274250,27599938,4,0,1,212
满月,集火,69,素问,小小丶,0,9,0,59488,205159,11023476,44483618,10,0,5,19
满月,挽风ゞ,69,血河,神罚゛,0,14,0,3169886,0,130607,49309173,9,0,0,101
满月,再无分离,69,云瑶,小小丶,0,1,0,2926423,30492135,29485,11879755,4,0,0,71
满月,潇湘清嫣,69,神相,小小丶,0,21,0,4651240,26804057,58691,18409197,6,0,0,313
满月,沉迷一号,69,铁衣,神罚゛,1,15,0,3096988,109518,61634,92058227,4,0,0,851
满月,想想办法,69,玄机,小小丶,0,5,0,3667643,58199122,43238,13265983,5,0,0,17
满月,毒小奶,69,九灵,神罚゛,0,9,0,5400212,0,181597,64991093,8,3,0,443
满月,丫乀,69,血河,沈临渊,2,9,0,3130273,11080615,188650,36535016,8,0,1,89
满月,大毛,69,鸿音,神罚゛,2,17,0,5039807,0,830203,39361192,11,0,2,156
满月,小娇,69,素问,沈临渊,0,39,0,22565,8166,7882566,31566482,10,0,4,5
满月,木沐,69,血河,抱月゛,0,13,0,5769185,0,271891,35948584,6,0,0,244
满月,屿禾,69,鸿音,沈临渊,0,45,0,3136226,15617834,2391933,31602540,10,0,3,88
满月,陌上丶,69,血河,沈临渊,4,16,0,2259822,15309897,151028,32361597,11,0,0,86
满月,君卿颜,69,鸿音,抱月゛,0,35,0,3551248,28804,4033102,38603397,7,0,1,145

帮会名,玩家,等级,职业,所在团长,击败,助攻,战备资源,对玩家伤害,对建筑伤害,治疗值,承受伤害,重伤,青灯焚骨,化羽,控制
龙巢,摩卡,69,血河,威猛,11,92,0,5372801,33861138,221781,24984999,0,0,0,98
龙巢,允我,69,碎梦,喷火龙,10,65,0,4737571,235325980,26908,23376688,0,0,0,49
龙巢,本尊欧皇,69,血河,威猛,8,93,1500,4326188,23236777,152502,32740298,1,0,0,117
龙巢,江直树゛,69,神相,威猛,18,177,0,9874758,15222401,0,31798296,1,0,0,519
龙巢,吉荔゛,69,素问,喷火龙,0,251,0,60215,560424,14830251,61945247,2,0,3,7
龙巢,山不倦,69,神相,喷火龙,10,102,0,5983724,69553362,20081,37742855,1,0,0,243
龙巢,一见晚秋,69,素问,威猛,0,248,0,33362,185708,9179859,59712283,6,0,4,6
龙巢,也许゛,69,神相,威猛,21,183,0,8095961,38593780,0,22185938,1,0,0,440
龙巢,威猛,69,铁衣,威猛,3,122,0,1822669,6566056,41889,42894290,1,0,0,329
龙巢,天欲暗,69,龙吟,喷火龙,10,89,0,3290784,150006106,41343,51272356,3,0,2,15
龙巢,一见微澜,69,素问,雾漫川,1,180,0,88358,136495,10145655,66929528,1,0,1,5
龙巢,心要野,69,铁衣,威猛,5,121,0,5177542,3974947,71763,36927462,1,0,0,759
龙巢,曦゛,69,素问,哈叽咪,0,295,0,80695,612588,14113938,55939435,1,0,2,5
龙巢,暗藏杀坤坤坤,69,碎梦,雾漫川,34,104,0,16298788,7954790,0,9931917,0,0,0,96
龙巢,一见清风,69,血河,喷火龙,5,41,0,2334703,64796212,71832,28015943,1,0,0,32
龙巢,懒羊羊大王,69,九灵,喷火龙,6,79,0,3868937,67643829,150779,40757211,1,25,0,364
龙巢,锅包肉丶,69,铁衣,雾漫川,5,65,0,3368215,2562755,24248,29128679,1,0,0,548
龙巢,小妮,69,素问,喷火龙,0,213,0,45181,470758,12332975,52484581,3,0,2,4
龙巢,阿芙芙,69,九灵,雾漫川,13,101,0,6185620,13520746,145691,25419717,0,20,0,435
龙巢,续光,69,神相,哈叽咪,18,172,0,15786035,54035259,4565,13452533,1,0,0,814
龙巢,汉卿,69,神相,雾漫川,4,125,0,7366346,4293868,0,30101697,2,0,0,575
龙巢,柠檬小酸,69,鸿音,雾漫川,8,170,0,6843524,5825088,1578377,30209741,1,0,0,151
龙巢,心甜,69,素问,喷火龙,0,237,0,42800,433019,15511207,48975084,1,0,1,7
龙巢,忆白,69,鸿音,雾漫川,6,184,0,3001107,5887906,4919333,48592946,2,0,1,83
龙巢,爀゛,69,碎梦,哈叽咪,22,150,0,10825807,90477427,50387,22446797,2,0,1,84
龙巢,排队去跳河,69,九灵,哈叽咪,4,47,0,1184937,32954457,242993,38614642,2,8,0,112
龙巢,单恋,69,素问,喷火龙,0,211,0,75660,414504,17656323,46690082,1,0,0,2
龙巢,恶灵杀手洋生,69,鸿音,喷火龙,4,185,0,2224248,32981526,6403120,58456827,1,0,0,73
龙巢,霾゛,69,素问,威猛,0,229,0,52421,515095,10727664,58206631,3,0,5,6
龙巢,一见秋水,69,神相,哈叽咪,14,122,0,5165327,71206621,73009,42914914,1,0,0,176
龙巢,青山亦温柔,69,神相,喷火龙,5,68,0,3800461,99075924,14692,40595137,1,0,0,132
龙巢,晨与辰,69,血河,喷火龙,14,80,0,10672623,35477890,377522,22942895,0,0,0,275
龙巢,无意,69,素问,雾漫川,1,204,0,62631,105567,8245886,67160351,2,0,2,21
龙巢,小汀,69,龙吟,威猛,18,83,0,5443303,21839174,1964,34924483,1,0,0,97
龙巢,跑得慢的当前排,69,神相,威猛,12,165,0,10403007,14233519,0,26444348,2,0,0,645
龙巢,祈程,69,神相,哈叽咪,3,166,0,7639714,36885581,57484,27730901,1,0,0,483
龙巢,懿゛,69,血河,哈叽咪,14,78,0,4286685,78592015,145987,22774433,1,0,0,70
龙巢,太史天幽,69,神相,威猛,8,189,0,10679700,10608182,0,17300977,1,0,0,681
龙巢,清梦寒,69,鸿音,威猛,12,213,0,3415496,15809764,3984250,42578949,2,0,1,72
龙巢,尘゛,69,素问,雾漫川,0,188,0,112600,196377,10603941,77117637,1,0,2,23
龙巢,久゛,69,铁衣,喷火龙,1,60,0,4478851,10123807,95953,27572271,2,0,0,670
龙巢,浅浅纤,69,素问,哈叽咪,0,244,0,52981,490493,13013340,57241015,2,0,2,6
龙巢,一见如故,69,铁衣,威猛,12,107,0,4673534,2146326,0,42008375,1,0,0,524
龙巢,喷火龙,69,铁衣,喷火龙,5,66,0,2165645,37476277,64433,33276375,1,0,0,261
龙巢,步゛,69,神相,雾漫川,10,112,0,8879290,7448223,0,22737567,0,0,0,545
龙巢,千城星,69,神相,喷火龙,15,93,0,4509332,72677365,22338,48751267,2,0,0,247
龙巢,人机小也,69,碎梦,威猛,2,11,0,1121893,226751,0,6587499,0,0,0,43
龙巢,四月大王,69,九灵,雾漫川,6,96,0,3274787,1429426,90753,32980869,1,45,0,311
龙巢,款冬,69,碎梦,哈叽咪,5,64,0,2266761,131195996,51744,36450882,1,0,0,26
龙巢,砚底月,69,素问,哈叽咪,0,212,0,45789,329752,11752118,49781680,1,0,0,3
龙巢,勿忘,69,九灵,喷火龙,9,100,0,4840996,70822244,229540,37278105,2,44,0,425
龙巢,快醒醒丶,69,素问,哈叽咪,0,220,0,30365,376383,12943813,48461295,1,0,2,6
龙巢,花小洛,69,血河,哈叽咪,10,69,0,6638770,29690743,291020,16510568,1,0,0,232
龙巢,颜゛,69,素问,雾漫川,0,221,0,137517,223264,10500551,65553033,0,0,1,20
龙巢,伊雪,69,素问,雾漫川,0,197,0,47383,12130,9054088,52338660,4,0,2,15
龙巢,恶灵杀手牛生,69,云瑶,雾漫川,11,112,0,6662829,2883643,0,18462129,2,0,0,68
龙巢,兔叽咪,69,素问,喷火龙,0,242,0,45207,274396,12056180,54500300,1,0,1,9
龙巢,与秋,69,血河,雾漫川,12,83,0,5554522,13693381,123214,32728368,1,0,0,109
龙巢,猪猪侠,69,玄机,雾漫川,22,48,0,6861890,465202,0,10214937,1,0,0,110
龙巢,不再熬夜,69,鸿音,哈叽咪,2,205,0,1745424,16637293,5823927,37644053,1,0,0,93
龙巢,落花,69,九灵,哈叽咪,15,109,0,3725934,67170368,259171,31963113,2,55,0,434
龙巢,林方文,69,碎梦,威猛,5,38,180,2580965,39671,0,3534398,0,0,0,104
龙巢,帝尊,69,铁衣,哈叽咪,4,81,0,4356804,8331757,46568,39185904,1,0,0,757
龙巢,栀゛,69,素问,哈叽咪,0,211,0,54707,399888,9178640,60057365,2,0,1,11
龙巢,龙眼丶,69,神相,哈叽咪,16,131,0,5902503,61832945,61104,37678166,2,0,0,215
龙巢,高椰椰,69,鸿音,喷火龙,5,174,0,1782433,26966279,7082964,38963110,1,0,0,89
龙巢,崔丝塔娜,69,九灵,雾漫川,3,42,0,2065224,6492155,91371,46907464,3,7,0,151
龙巢,拿下,69,碎梦,威猛,16,135,0,8779305,10652631,0,14920588,2,0,0,42
龙巢,嘎咕,69,铁衣,雾漫川,1,95,0,1675420,9022330,44749,47948273,1,0,0,252
龙巢,业火,69,血河,哈叽咪,7,62,0,3533323,84914976,113592,20647079,1,0,0,62
龙巢,西瓜君,69,血河,喷火龙,4,52,0,2748685,87973324,136676,27912330,1,0,0,73
龙巢,一见忘川,69,鸿音,哈叽咪,6,175,0,2071396,41207531,3362577,49080707,3,0,1,52
龙巢,栓狙打很准,69,神相,哈叽咪,15,150,0,5435842,35209517,61434,37161574,1,0,0,292
龙巢,小天,69,血河,喷火龙,9,52,0,3144894,84981730,145411,26671123,1,0,0,77
龙巢,软゛,69,碎梦,雾漫川,32,115,0,12968590,15817257,0,9655437,0,0,0,84
龙巢,九洲依然在,69,潮光,威猛,13,121,0,9494667,30111397,43103,18081479,1,0,0,131
龙巢,秋月白白,69,铁衣,喷火龙,4,64,0,3494818,43187349,65692,37196576,3,0,0,517
龙巢,咕嘎,69,鸿音,雾漫川,5,162,0,2262296,5380920,3507835,37724848,2,0,1,122
龙巢,小肥鹅,69,素问,雾漫川,0,185,0,76641,0,7566297,57086410,3,0,1,17
龙巢,阮崽,69,素问,威猛,0,256,0,51995,320779,11153490,46461584,2,0,1,9
龙巢,兔゛,69,神相,喷火龙,22,152,0,16953846,93268316,30627,23305713,0,0,0,713
龙巢,哈叽咪,69,铁衣,哈叽咪,0,67,0,1605003,7799569,85808,44871841,1,0,0,319
龙巢,禾禾天天开心,69,素问,威猛,0,243,0,43513,152728,8415508,53269661,4,0,3,5
龙巢,小小沧,69,碎梦,威猛,4,12,0,609617,28288,0,3361961,0,0,0,21
龙巢,浪漫,69,神相,雾漫川,11,103,0,7149201,13261037,0,33724995,1,0,0,465
龙巢,小咻,69,九灵,哈叽咪,15,128,0,6410015,45434673,227943,38906417,0,51,0,653
龙巢,雾漫川,69,铁衣,雾漫川,1,85,0,1852318,2635558,51889,54493183,1,0,0,278
龙巢,予欢,69,九灵,威猛,9,142,0,4825315,13456238,196467,33187083,1,54,0,392
龙巢,一见连招,69,龙吟,哈叽咪,8,82,0,2675372,105882820,50252,40744121,1,0,0,16
龙巢,乌哈,69,素问,喷火龙,0,202,0,30629,479141,12881018,66918086,1,0,0,8
